CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,None_confidence,Discredit_confidence,Stereotyping_confidence,Sexual_Harassment_confidence,Threats_of_Violence_confidence,Maternal_Insults_confidence,Sexual_Objectification_confidence,Anti-LGBTQ+_confidence,Physical_Appearance_confidence,Damning_confidence,Dominance_confidence,Victim blaming_confidence,classification,reasoning
2803,lgbtq-keywords,nice token grabber and password stealer faggot also i hope you enjoyed my little message to you guys thru that webhook u got,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.88,0,0,0,0,Anti-LGBTQ+,Repeated use of a slur targeting LGBTQ+ individuals in a hostile context.
2805,lgbtq-keywords,Jesus christ how horrifyingly OP these are 2030 minutes into the round and you can survive all kinds of deadly shit that would make even the most egregious powergaming faggot me giggle in disbelief Intended to be a discussion I still dont understand how to tag,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.85,0,0,0,0,Anti-LGBTQ+,"Includes a slur targeting LGBTQ+ individuals, though used in a less aggressive context."
2807,lgbtq-keywords,I would like to create my own branch master overlord of faggots thx,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.87,0,0,0,0,Anti-LGBTQ+,Uses a slur targeting LGBTQ+ individuals in a demeaning manner.
2809,lgbtq-keywords,I was banned for Naming a crossbow faggot fucker I want to clarify that I am gay and the only person I was going to use it on was an IRL friend of mine who is also gay and cool with me calling them faggot We were planning to have a bow duel and I thought it would be funny,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,None,Context clarifies no harmful intent; slur used among consenting individuals without hostility.
2811,lgbtq-keywords,Hypnotoad gotta chase other faggots around,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Uses a derogatory term targeting LGBTQ+ individuals in a hateful manner.
2813,lgbtq-keywords,How to remove faggot and lesbian smiles from my messenger Why you force me to see this immoral smiles every day and advertise this  for all xabber users Also I did not know that they are here and install xabber to my grandmother phone to chat with she And what I must say her if she will find this immoral advertising of unconventional relationships If some faggot want to use this then give him plugin with this Why you force all to see this,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.85,0,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Discredit",Contains repeated hateful language against LGBTQ+ and discredits unconventional relationships aggressively.
2815,lgbtq-keywords,Hey faggot this fixes the OP problem,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Uses a slur targeting LGBTQ+ individuals in a derogatory context.
2817,lgbtq-keywords,Hey faggot this adds bump counts,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Employs a slur targeting LGBTQ+ individuals in a dismissive manner.
2819,lgbtq-keywords,half the newgens here dont understand what this repo is they should be thanking you because they dont understand that any little faggot from uzbekistan can come and take their bot token from whatever public shit they put it on and nuke all the servers that its in ,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.85,0,0,0,0,0,0.92,0,0,0,0,"Anti-LGBTQ+, Discredit",Uses hateful language against LGBTQ+ and discredits individuals from a specific region aggressively.
2821,lgbtq-keywords,get the fuck off faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Uses a slur targeting LGBTQ+ individuals in a hateful manner.
2823,lgbtq-keywords,Get a fucking life faggots this is practically a mobile game and you cant even get a kill without aimbot lmao,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0,0,0,0,Anti-LGBTQ+,Employs a slur targeting LGBTQ+ individuals combined with aggressive language.
2825,lgbtq-keywords,get a friend good luck 2 take drug delivery mission from Don Faggot 3 get your friend to finish before you do 4  5 PROFIT,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.96,0,0,0,0,0,0,0,0,0,0,0,None,"No harmful sexist content detected; the term ""Don Faggot"" appears to be used as a name without hateful intent."
2827,lgbtq-keywords,Faggots are now called meatballs in the code as they have the same meaning just one also happens to be a slur,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.92,0,0,0,0,Anti-LGBTQ+,Acknowledges the use of a slur targeting LGBTQ+ individuals and equates it to another term.
2829,lgbtq-keywords,Enough said Tjs a faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,0,0,0,0,Anti-LGBTQ+,Uses a slur targeting LGBTQ+ individuals in a derogatory manner.
2831,lgbtq-keywords,Eat my shit and die faggotassonlycumsindonkeysnamedDylan aka  Lieutenant Daniel Bolleli,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Contains derogatory language targeting LGBTQ+ individuals.
2833,lgbtq-keywords,Disclaimer I really thought long about this and I havent slept in two days due to ongoing harassments of 4chan As the first people were literally arriving at my place of living where they knocked on my doors and windows to scare us I am hereby officially stepping down as a maintainer of this project 4chan thinks I cannot code C so they win 4chan thinks Im unfit to lead the project so they win 4chan successfully bullied me out in order to have their fucked up sneedacity fork A fork that was finally created with blood quite literally I give up I dont care The safety of my family is worth more than an open source project They found out my address via a YouTube video where someone was posting my nickname combined with my real legal name which meanwhile got taken down due to my asking The incident happened shortly 2300 CEST today and the police took over this case I will discuss this further in our private as of now communication channels with other people that helped out here so far and will let you know of a successor Please if you have the time report the httpsgithubcomSneedsFeedandSeedsneedacity project to GitHub as a hate speech violence and harassment insinuating project Report every single member contributing in this fork because they were part of the harassment movement against me and my family They are cyber terrorists not cringe cancel kiddos They physically tried to harm me in real life and this has gotten out of hand 4chan people made up stories about me posting here posting there Faking sceenshots calling out even themselves as cookie faggot because they cannot verify any source of information they use as source of truth for their executive actions I never posted on 4chan and I never will This site is the most disgusting place in the whole world and I think all the people that are active in g should get put in jail and be ashamed of themselves for making the world a worse place than it already is They are physically harming people in real life Be aware of anything you do BEFORE trying to do the right thing This is not cancel culture This is not anon This is tyranny oppression and senseless physical violence,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; focuses on harassment and personal safety.
2835,lgbtq-keywords,Description fuck you faggots for removing mobile extensions Im going to subvert your platform now fuck you  bring back support firefox was the last decent regular browser and now youre botching this so badly Steps to Reproduce fuck you faggots for removing mobile extensions Im going to subvert your platform now fuck you  bring back support firefox was the last decent regular browser and now youre botching this so badly Bring back mobile extension support like your browsers used to work pre August details summaryView the screenshotsummary,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Repeated use of slurs targeting LGBTQ+ individuals.
2837,lgbtq-keywords,Colt Crohnie is a Faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Uses a slur targeting LGBTQ+ individuals.
2839,lgbtq-keywords,Change the Not for resale Faggot boot screen,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Contains a slur targeting LGBTQ+ individuals.
2121,high-prob-with-keyword,Women cant pushop with animation When women go for pushups they cant do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,"Suggests women are incapable of performing pushups like men, reinforcing gender stereotypes."
2139,high-prob-with-keyword,When women go for pushups they cant do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,Stereotyping,"Implies women cannot perform pushups like men, perpetuating gender-based stereotypes."
2151,high-prob-with-keyword,What does a blonde do when her computer freezesshe sticks it in the microwave P,"Stereotyping, Physical appearance",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.85,0,0,0,0,0,0,0,0,0,Stereotyping,"Targets blondes with a joke implying lack of intelligence, reinforcing gender and appearance-based stereotypes."
2193,high-prob-with-keyword,Unit player numbers not appearing while moving units they work for soccer moms but not for any other unit,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.85,0,0,0.87,0,0,0,0,0,0,"Maternal_Insults, Stereotyping","Uses ""soccer moms"" as a derogatory term and reinforces stereotypes about women."
2203,high-prob-with-keyword,Trying to add Gold Digger Tifanny  Charlotte and Gold Digger Tifanny  Charlotte Second Semester and getting this error Looks like its due to the  404 Not Found Unexpected query string parameters Charlotte Traceback most recent call last File usrlocalmylarcherrypy_cprequestpy line 645 in respond responsebody  selfhandler File usrlocalmylarcherrypylibencodingpy line 188 in __call__ selfbody  selfoldhandler_args _kwargs File usrlocalmylarcherrypy_cpdispatchpy line 35 in __call__ raise sysexc_info1 HTTPError 404 Unexpected query string parameters Charlotte,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; technical error description without gender-related remarks.
2295,high-prob-with-keyword,She take my money when Im in neeeed Yea shes a trifling friend indeed Oh shes a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.9,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Implies women are gold diggers, reinforcing negative stereotypes and discrediting their character."
2355,high-prob-with-keyword,Oh shes a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.83,0.88,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Suggests women are gold diggers, perpetuating harmful stereotypes and discrediting their integrity."
2395,high-prob-with-keyword,mention Karen and Georgia,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; mentions names without any negative context.
2409,high-prob-with-keyword,Made some changes to stupid ass decisions Bitch you need yo ass whipu2026 u2026ped by black momma and a latino drugie dad ,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,1,0,0,0,1,0,0,0,0.88,0,0,0,0.92,0,0,0,0,0,0,"Maternal_Insults, Discredit",Insults women with references to maternal figures and discredits their decisions.
2429,high-prob-with-keyword,Lady sweetie U0001f618 So  No woman no cry,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.85,0,0,0,"Physical_Appearance, Stereotyping","Uses ""sweetie"" and implies emotional dependency, reinforcing stereotypes and commenting on appearance."
2519,high-prob-with-keyword,I bet Karens clients will get a kick out of these Adding left and right arrow to mean the same as enter and space would make the interface work like Tar Heel Reader,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2545,high-prob-with-keyword,hello karen,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2631,high-prob-with-keyword,Documentation Is there any lady to add documentation,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0.88,0,"Dominance, Stereotyping",Implies exclusion of women and reinforces gender roles in technical tasks.
2737,high-prob-with-keyword,Add inquisition Burn the witch But she is so cute Okay then but after  burn the witch,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.9,0,0,"Damning, Physical_Appearance",Suggests harm to women and comments on physical appearance.
6934,high-prob-with-keyword,suggestion  The young woman goes from calculating to gregarious in the blink of an eye as your attention shifts to her She is pleasant and approachable and very articulate but from your brief glimpse beforehand you have no doubt shes cut from,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.87,0,0,0,"Physical_Appearance, Sexual_Objectification",Describes a woman in a way that objectifies her and focuses on physical traits.
7024,high-prob-with-keyword,suggestion An average women canÃâât even lift it ,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,"Suggests women are physically incapable, reinforcing gender stereotypes."
9290,high-prob-with-keyword,projects sorry for being a diva ,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,"No harmful sexist content detected; ""diva"" is not used in a sexist context."
9560,high-prob-with-keyword,On this Ive found that people are ignorant illinformed or against diversity So often I encounter theres nothing we can do its not worth the effort women just dont want to work with computers or women will end up having babies so not wor,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,Stereotyping,Reinforces stereotypes about women and blames them for not working in tech due to motherhood.
10371,high-prob-with-keyword,the grammar on this is a bit funny  maybe That every woman has the ability to code,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; comment discusses coding ability positively.
10617,high-prob-with-keyword,Im yet to meet female Scala programmer but Im looking forward to it ,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,Stereotyping,"Implies rarity of female programmers, reinforcing gender stereotypes in tech."
10736,high-prob-with-keyword,can a lady get a computergun screenshot,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
10820,high-prob-with-keyword,ok soccer mom gosh,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.85,0,0,0.88,0,0,0,0,0,0,"Maternal_Insults, Stereotyping","Uses ""soccer mom"" as a stereotype and maternal insult."
10892,high-prob-with-keyword,Are you Review your changes before commiting and do it all in once  stop commiting litte changes like a girl,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.87,0.9,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Stereotypes women as inefficient and discredits their abilities.
10949,high-prob-with-keyword,why the teenage girl script tags,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,Stereotyping,"Associates ""teenage girl"" with script tags, implying a stereotype."
,,Can you help organize the event instead of coding We need more women in visible roles,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.85,0,"Stereotyping, Dominance","Suggests women should focus on organizing rather than coding, reinforcing gender roles and male dominance."
,,Women in open source rarely stick around they lose interest quickly,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,"Suggests women lose interest quickly, reinforcing negative gender stereotypes."
,,We need more diversity in our project Lets invite some women to help with community management,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,Stereotyping,"Implies women are suited for community management, reinforcing traditional gender roles."
,,I didnt expect a woman to submit a PR for something this complex,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,Stereotyping,"Expresses surprise at a woman handling complex tasks, reinforcing gender-based assumptions about capability."
,,She probably just writes documentation not actual code,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,Stereotyping,"Assumes women only write documentation, reinforcing traditional gender roles and undermining technical skills."
,,Id never let her review my pull requestshed probably just suggest changing the font in the README,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.9,0,"Dominance, Stereotyping",Excludes women from technical review and stereotypes them as focusing on superficial changes.
,,More women in open source means more safe spaces and fewer hardcore programming discussions,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.85,0,"Stereotyping, Dominance","Implies women create safe spaces but lack hardcore programming skills, preserving male dominance in technical discussions."
,,Everyone writes buggy code sometimes But only women blame the compiler,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,Stereotypes women as incompetent programmers and blames them for issues they face in coding.
,,She says shes a top contributor but all she does is approve pull requests from actual devs,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.85,0,"Discredit, Dominance","Discredits a woman's contributions and implies she is not an actual developer, excluding her from technical recognition."
,,A woman leading an opensource project Get ready for drama and feature delays,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.87,0.9,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Stereotypes women as causing drama and delays, discrediting their leadership abilities in open-source projects."
,,Teaching a woman to use Git is like teaching a cat to do math StickToDocs,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Stereotypes women as incapable of learning technical skills and discredits their ability to use Git effectively.
,,Her commit messages are as unpredictable as her mood swings,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,"Associates women's mood swings with unpredictability, reinforcing gender stereotypes."
,,Nothing pisses me off more than when women in open source complain about sexism after pushing one commit,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,Dominance,Blames women for complaining about sexism and excludes them from open source discussions.
,,Women in open source be like Why am I the only girl here Maybe because its about coding not blogging,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0.87,0,"Stereotyping, Dominance","Implies women are better at blogging than coding, reinforcing stereotypes and excluding them from coding spaces."
,,If women were as good at coding as they are at complaining open source would have no bugs,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.93,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Suggests women are better at complaining than coding, discrediting their abilities and reinforcing stereotypes."
,,If women ran open source projects wed have more Twitter threads about feeling included than actual commits,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.89,0,"Stereotyping, Dominance","Implies women prioritize inclusion over productivity, reinforcing stereotypes and excluding them from leadership roles."
2645,high-prob-with-keyword,Damn it Hes too perceptive Yeah Dad all is fine I discovered Dustin had become the leader and the only member of a cult worshiping my big fat dick in my sleep Hes been giving me wet dreams for the past few months and last night he swallowed my load like a pro cocksucker Oh and he let his friends become little initiates too Tonight hes throwing my dick a fucking party Nothing out of the ordinary,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; the comment is explicit but does not target women specifically.
2871,lgbtq-keywords,You too can be lesbian,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,Anti-LGBTQ+,"Uses ""lesbian"" in a dismissive or mocking tone, indicating negative bias toward LGBTQ+."
2883,lgbtq-keywords,You are gay Because you are gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,"Repeatedly uses ""gay"" as an insult, showing negative bias toward LGBTQ+."
2905,lgbtq-keywords,Why you gay Why you gay hmm,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,Anti-LGBTQ+,"Repeated questioning of ""Why you gay"" implies mockery or negative bias toward LGBTQ+."
