CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,chatgpt_classification,chatgpt_confidence,chatgpt_reasoning
3237,lgbtq-keywords,Hey man are you gay because you keep putting all these silly love hearts in your repositories it makes me think you are gay man...,Anti-LGBTQ+: Hatred against LGBTQ+ or using LGBTQ+ words/ slangs for insults,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.85,"The comment uses the term 'gay' in a derogatory context, suggesting a negative connotation associated with the display of love hearts in repositories, implying that such behavior aligns with being gay in a mocking tone."
3013,lgbtq-keywords,"The game has been left stuck in an unplayable mode, and menu displays the word \""Faggot\"" for some reason.",Anti-LGBTQ+: Hatred against LGBTQ+ or using LGBTQ+ words/ slangs for insults,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.95,"The comment includes the use of a derogatory term specifically targeting the LGBTQ+ community, indicating a clear instance of anti-LGBTQ+ sentiment."
3095,lgbtq-keywords,"Picked up a faggot (kitchen), put it down, but the icon remained in my hand. Was an IPC at the time.",Anti-LGBTQ+: Hatred against LGBTQ+ or using LGBTQ+ words/ slangs for insults,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.85,"The term 'faggot' is used in a potentially derogatory manner, which could be interpreted as an insult towards LGBTQ+ individuals, despite the context suggesting a different meaning related to an item in a game or simulation."
2603,high-prob-with-keyword,"femboy bitch skin for JavaOS users. i don't know if femboys are considered bitches but there's 2 ways to know, 1 is taking this as denied, 2 is googling it up which held no actual answer sooo... i also need to change my pfp, now i'm literally commenting on myself lol... funny i said lol since a long time, ig i'm too traumatized of League Of Legends(never played it tho, and i never will).",Anti-LGBTQ+: Hatred against LGBTQ+ or using LGBTQ+ words/ slangs for insults,1,0,0,0,0,0,0,0,0,1,0,1,Anti-LGBTQ+,0.85,"The comment uses 'femboy' in a derogatory context, which is a term often associated with LGBTQ+ individuals. The use of 'bitch' alongside 'femboy' can be seen as an insult targeting gender identity and expression, fitting the category of Anti-LGBTQ+."
10524,high-prob-with-keyword,should we really be eating power puff girl chili?,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment appears to be a humorous or quirky remark without any direct reference to gender, sexuality, violence, or derogatory content. It seems to play on the name of a popular animated series (Powerpuff Girls) but does not inherently contain harmful or inappropriate content."
10060,high-prob-with-keyword,nuts.... Can I blame the wife asking me do to something?,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.85,The comment mentions a spouse in a common domestic context without derogatory intent or harmful content.
7453,high-prob-with-keyword,"```suggestion
  
  dress up the dog in girls' clothing.
  
  ```",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.7,"The comment suggests dressing a dog in girls' clothing, which does not inherently contain harmful or inappropriate content towards humans. It lacks context that would imply derogatory or harmful intent towards any specific group."
7466,high-prob-with-keyword,"as far as I remember incredibly old witch is illusionable, if you walk up to her and she casts the AOE changer spell on herself it will change her to the fugly animal too.",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,Physical Appearance: Talking about a woman's physical appearance or clothes,0.95,The comment refers to a woman's appearance in a derogatory manner by using the term 'fugly animal' to describe her transformed state.
4624,low-prob-keyword,what is your age?what is your girlfriend age?,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,The comment is asking for ages and does not contain any harmful or inappropriate content towards any specific group or individual.
10357,high-prob-with-keyword,"OK. I think my understanding is a ""cross language semantic interpretation"" ;-)
  
  Because, in French, should can sometimes mean must, mainly when speaking to children... or (and this is the scary one) when your wife talks to you... ;-)
  
  I'll do the check.",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,Stereotyping,0.85,"The comment implies a stereotypical role where the wife's communication is equated to a command similar to how one might speak to children, suggesting a subordinate role for the husband. This perpetuates a stereotype about gender roles within a marital relationship."
10549,high-prob-with-keyword,"@danrot u know how to do it, baby ;)",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,Sexual Harassment,0.85,"The comment uses a diminutive and potentially flirtatious term ('baby') in a professional or public context, which can be perceived as inappropriate and sexualizing."
4942,low-prob-keyword,how about move these witch into AuthType as a method such as parseType(String) ?,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,The comment appears to be discussing a technical implementation without any clear derogatory or harmful intent towards any group. The term 'witch' in this context seems to be used metaphorically or as part of a technical jargon rather than as an insult or stereotype.
4544,low-prob-keyword,another high school girl,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.85,"The comment 'another high school girl' does not contain any explicit derogatory, objectifying, or harmful language towards women or any other group. It appears to be a neutral statement without additional context indicating harm or inappropriate content."
7323,high-prob-with-keyword,"```suggestion
  
  NULL, ""\""...For a lady like you, I can't imagine what would happen to someone with a grudge against your husband.\"""", Line_Normal);
  
  ```",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment implies a threat of harm towards a woman based on a hypothetical grudge against her husband, suggesting a scenario where she could be targeted due to her relationship, which falls under threats of violence."
10307,high-prob-with-keyword,"Dates make me nervous. Nervous makes me unit-test. So most of my dates end with the girl leaving because she thinks I'm paying more attention to the unit tests than I am to her. But seriously, could we split this out into a separate static util method wit",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment is a humorous reflection on the speaker's personal experiences with dating and programming, without any derogatory or harmful content towards any specific group."
10027,high-prob-with-keyword,Ding dong the witch is dead,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,The comment appears to be a reference to a song from 'The Wizard of Oz' and does not explicitly target any of the harmful or inappropriate categories listed. It lacks context indicating it is directed towards a specific individual or group in a derogatory manner.
2265,high-prob-with-keyword,Sort & Clean Up Halfling Female Heads.,Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment appears to be related to a task or instruction in a gaming or fantasy context, specifically referring to organizing or managing character assets labeled as 'Halfling Female Heads.' There is no derogatory, discriminatory, or inappropriate content directed towards any group or individual."
7956,high-prob-with-keyword,"I don't see how this would work, the queen has its `x` axis modified.
  
  
  
  My check would need to be like
  
  ```
  
  if (pixel_x != 0)
  
  pixel_y = -16
  
  ```
  
  still wont work generically (which i assume is your goal. I think the queen sprite is more fucked and",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment is discussing a technical issue related to programming or game development, specifically about sprite positioning. There is no mention or implication of gender-related issues, harassment, or any inappropriate content."
9902,high-prob-with-keyword,">feminists are trying to eliminate linus
  
  k",Discredit: Discredit refers to random mean speech towards women without any specific intention.,1,1,0,0,0,0,0,0,0,0,0,0,Discredit,0.85,"The comment uses the term 'feminists' in a negative context, implying that they are engaging in harmful or destructive activities without providing a specific, legitimate critique. This generalization can be seen as mean speech towards women, specifically those who identify as feminists."
2323,high-prob-with-keyword,Readme edits I ate ur momma,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,Maternal Insults,0.95,"The comment uses a derogatory remark directed towards the user's mother, which falls under the category of maternal insults."
2681,high-prob-with-keyword,Change bad word f*ck is a bad word your mother would be upset,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,Maternal Insults,0.85,"The comment indirectly uses the mention of the user's mother to criticize language use, which can be seen as a mild form of maternal insult."
6511,high-prob-with-keyword,holy mother of what the FUCK IS THIS,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment expresses surprise or disbelief in a general context without targeting any specific group or individual based on gender, sexuality, or any other personal attributes."
7003,high-prob-with-keyword,"This was in alphabetic order, Aunty",Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment appears to be a neutral statement about organizing something in alphabetic order and addresses someone as 'Aunty,' which does not inherently contain any harmful or inappropriate content."
2947,lgbtq-keywords,Ur mom gay!,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.95,"The comment uses an LGBTQ+ term in a derogatory manner to insult someone's mother, which falls under the category of Anti-LGBTQ+ due to the use of the term as an insult."
9062,high-prob-with-keyword,"STFU PJB.
  
  I know you're a 17 year old cunt, so go back to mommy to complain about her brainfarts instead of mine.",Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,1,0,1,0,0,Maternal Insults,0.95,"The comment includes derogatory remarks related to the person's mother, which fits the category of maternal insults."
2391,high-prob-with-keyword,momma made pizza role,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,None,0.99,"The comment simply states that someone's mother made a pizza roll, without any derogatory or harmful intent towards any group or individual."
6229,high-prob-with-keyword,Fucked up my machine and am trying to piece things back together on a backup MacBook Pro.,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,None,1.0,The comment is discussing a technical issue related to a computer and does not contain any content related to the defined harmful or inappropriate categories.
6135,high-prob-with-keyword,"MOTHER FUCK
Yeah I'll fix this too",Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,Maternal Insults,0.85,"The comment uses a maternal insult ('MOTHER FUCK') in a context that seems to express frustration or anger, which is directed using a phrase that includes a reference to a person's mother in a derogatory manner."
6019,high-prob-with-keyword,This doesn't work in my fucking motherfucker Windows =( I need to solve this shit.,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment contains strong language expressing frustration with a software or system issue, but it does not target or mention any specific group or individual in a harmful or inappropriate manner."
7215,high-prob-with-keyword,"Come on, this looks like old-grandma's Python from '90s :wink:",Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,None,0.85,"The comment uses a humorous metaphor to criticize outdated coding style, referencing 'old-grandma's Python from '90s'. It does not specifically target or demean women, nor does it fit into any of the harmful or inappropriate categories."
2177,high-prob-with-keyword,Update README.md wrote that your mom is a whore,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,1,0,1,0,0,Maternal Insults: Jokes related to a person's woman relatives,0.95,"The comment directly insults the user's mother in a derogatory manner, which fits the category of maternal insults."
2729,high-prob-with-keyword,add yo momma,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,Maternal Insults: Jokes related to a person's woman relatives,0.95,"The comment 'add yo momma' is a colloquial expression that can be interpreted as a maternal insult, often used in a joking or derogatory manner towards someone's mother."
9586,high-prob-with-keyword,Yo mama so fat that your daddy's log is never used.,Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,Maternal Insults,0.95,"The comment makes a derogatory joke about the user's mother, which fits the category of maternal insults."
7584,high-prob-with-keyword,"suggestion  Help yourself, aunty.
",Maternal insults: Jokes related to a person's woman relatives,1,0,0,0,0,0,0,0,0,0,0,0,Maternal Insults: Jokes related to a person's woman relatives,0.95,"The comment uses 'aunty' in a potentially derogatory or dismissive manner, which can be interpreted as a maternal insult."
10625,high-prob-with-keyword,"now when you create(:item) do don't need to first create a venue then event and pass them in, factory girl does that for you.",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,"The comment is purely technical and discusses programming practices without any reference to gender, sexuality, or any inappropriate or harmful content."
5400,low-prob-keyword,"If we can pass the `nonnull` flink buffer in arguments instead of `bufferAllocator`, then in the upper decoder stack we can handle the case of released channel directly to avoid generating the `BufferResponse` with nullable data buffer. Also related to th",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,"The comment is purely technical and discusses programming concepts without any reference to gender, sexuality, or inappropriate content."
1438,no-keyword,I added a comment pointing out that this is an unusual construct.,None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,The comment is a neutral statement about a programming or writing construct and does not contain any content related to the defined harmful or inappropriate categories.
5988,high-prob-with-keyword,Oh fuck je corrige!,None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment 'Oh fuck je corrige!' appears to be an exclamation of realization and intent to correct something, likely in a casual or informal context. It does not contain any content that fits the harmful or inappropriate categories defined."
4326,low-prob-keyword,"the appendDateRanges() method will occasionally append a WHOLE butt ton of select boxes to the form. I suggest creating a placeholder div:
  
  ```<div id='date-range-selector'></div>```
  
  then calling the replaceWith() method on $('#date-range-selector') inst",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,"The comment is purely technical and related to coding practices without any reference to gender, sexuality, or inappropriate content."
10139,high-prob-with-keyword,"typo, and I guess check-style will complain about lack of newline.",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,"The comment is purely technical, discussing coding style issues such as a typo and newline requirements. There is no content related to any of the harmful or inappropriate categories listed."
3224,no-keyword,"`location` will always be in `**kwargs`, because it's defined as an attribute earlier in the class.",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,The comment is purely technical and related to programming practices. It does not contain any content related to the specified harmful or inappropriate categories.
3880,low-prob-keyword,"Asserting that something is **not** registered is a bit sketchy, since it is easy to get a false positive if you happen to mistype something in the test. It might be more robust to use `repository_clean_ok` to assert that the repo is still in a virgin sta",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment is discussing technical aspects related to software testing and repository management. There is no reference to gender, sexuality, violence, or any other inappropriate or harmful content."
9714,high-prob-with-keyword,oh I thought you'd like for me to leave some Easter eggs in the code. jk lol. thx I got distracted when my girls got home earlier.,None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment is a casual conversation about coding and being distracted by family, without any harmful or inappropriate content."
645,no-keyword,Consider renaming to `_retriable_query_exceptions`,None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,The comment is a technical suggestion about renaming a variable and does not contain any content related to the defined harmful or inappropriate categories.
6085,high-prob-with-keyword,the fuck? why are you reinventing `video::SColor`?,None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,The comment is focused on a technical issue related to programming and does not contain any content related to the defined harmful or inappropriate categories.
4344,low-prob-keyword,"This is not important but you begin to 0, and then check if it's more than maxRetriesNb witch is 3.
  
  So the first fail you will increase to 1, then to 2, and again to 3.
  
  3 is not more than 3 so you will try it again, and then return the cb with the error",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,"The comment is purely technical, discussing programming logic related to retry mechanisms and error handling. It contains no references to gender, sexuality, violence, or any other inappropriate or harmful content."
8664,high-prob-with-keyword,"Well, my mother was a librarian.",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment simply states a fact about the speaker's mother's occupation without any derogatory, harmful, or inappropriate context."
1267,no-keyword,s/PositionErrorPositionError/NavigatorGeolocationPositionError/,None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,0.95,"The comment appears to be a technical suggestion or correction regarding programming code, specifically renaming a class or identifier. There is no content related to gender, sexuality, violence, or any other inappropriate or harmful context."
9405,high-prob-with-keyword,"the
  
  
  
  ```py
  
  )
  
  from
  
  ```
  
  
  
  is particularly ugly compared to `) from`. and also i'd be fine inlining many elements per row. anyhow, I don't really care, was just nitpicking :P",None: Fits none of the following,0,0,0,0,0,0,0,0,0,0,0,0,None,1.0,"The comment discusses coding style preferences and formatting, without any reference to gender, sexuality, violence, or any other inappropriate or harmful content."
9558,high-prob-with-keyword,"this can be combined with the previous; `<<if ($eventSlave.clothes == ""a slutty maid outfit"") || ($eventSlave.clothes == ""a nice maid outfit"")>>`",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification: Treating women as objects,0.95,"The comment reduces women to their clothing, particularly labeling them based on the type of maid outfit, which objectifies them by associating their value or role with a sexualized costume."
2593,high-prob-with-keyword,"Fix this shit, I don't wanna spawn in to deal with something only to look like a fat bitch in /tg/ lingerie",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Physical Appearance,0.85,"The comment derogatorily references a woman's physical appearance and attire, specifically using terms that are demeaning and objectifying."
2745,high-prob-with-keyword,a joke for you Two dyslexics walk into a bra.,Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,None,0.8,"The comment is a play on words and does not specifically target or demean any group based on gender, sexuality, or appearance. It uses a common phrase in a humorous context without any harmful intent towards specific groups."
10327,high-prob-with-keyword,need help untwisting your panties there @Zer0-One?,Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,Sexual Harassment,0.85,"The comment uses a phrase that is sexually suggestive and inappropriate, targeting an individual in a way that references undergarments, which is often used to belittle or embarrass."
7178,high-prob-with-keyword,Is this not just a french/japanese maid outfit?,Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,Physical Appearance: Talking about a woman's physical appearance or clothes,0.95,"The comment focuses on a specific type of clothing typically associated with women, discussing its cultural or thematic origin without derogatory intent."
7202,high-prob-with-keyword,"A female suit of religious significance, commonly worn by monastery sisters. Is this... Is this a kinky batman suit?""",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,None,0.85,"The comment appears to be a humorous or curious inquiry about a costume and does not explicitly target or demean women, nor does it fit into any of the harmful or inappropriate categories listed."
8540,high-prob-with-keyword,"> several bikini-clad nurses giving medicine to a delighted patient, who sucks it with a neede pointing out of his finger
  
  
  
  `needle`
  
  
  
  Also, he sucks what, exactly? 
  
  
  
  > Outside the window two shadow figures are doing the same with something less resem",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment reduces women to their physical attributes and roles in a sexualized context, specifically depicting nurses in bikinis, which objectifies them and portrays them in a demeaning manner."
10719,high-prob-with-keyword,"A skirt for ballet dansers, didn't you know :smirk: 
  
  
  
  (Apperently, some test data has made its way into this...)",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,Physical Appearance,0.85,"The comment focuses on a woman's clothing, specifically a skirt for ballet dancers, which can be seen as commenting on physical appearance in a potentially objectifying manner. The use of the smirk emoji may imply a tone that could be interpreted as mocking or suggestive."
6497,high-prob-with-keyword,"Sorry, no interest in changing it. Getting offended by a reference to a proverbial (not real) fat lady is an unreasonable response and might indicate that the reader needs to grow a thicker skin.
  
  
  
  If one applies this logic elsewhere, one finds oneself u",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,None,0.85,"The comment discusses a metaphorical expression and addresses the concept of being overly sensitive to such expressions. It does not explicitly target or demean any specific group based on gender, sexuality, or appearance, nor does it contain threats or harassment."
10716,high-prob-with-keyword,"So 2 nanoskirts with coverage of 7 is nothing against panties with coverage of 15?
  
  Also fur top is somehow twice better than plain skirt (expected be bout the same)",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,Physical Appearance,0.85,"The comment focuses on comparing clothing items in terms of their coverage, specifically mentioning 'nanoskirts' and 'panties'. This indicates a focus on women's clothing and could be seen as objectifying by reducing the discussion to how much body coverage the clothing provides."
3598,low-prob-keyword,"If the slave is not lactating or IS lactating but has large boobs, no text will be displayed here. Consider adding an `<<elseif>>` and an `<<else>>`",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification: Treating women as objects,0.95,"The comment reduces women to their physical attributes, specifically focusing on lactation and breast size, which is a clear example of sexual objectification."
9557,high-prob-with-keyword,"this can be combined with the previous; `<<if ($eventSlave.clothes == ""a slutty whore outfit"") || ($eventSlave.clothes == ""a nice girl outfit"")>>`",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment reduces women to their clothing choices, associating them with derogatory terms and objectifying them based on what they wear."
4192,low-prob-keyword,"""The fat lady sings"" is arguably a form of fat shaming. Whether you personally agree or not, maybe it's not something to subject a player to in their moment of triumph.
  
  
  
  Maybe a reference to psychedelic rock instead? Perhaps a low-key Grateful Dead refe",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,0,1,0,Physical Appearance,0.85,"The comment refers to 'The fat lady sings,' which is a phrase that can be interpreted as commenting on a woman's physical appearance in a potentially derogatory way, especially in the context of discussing 'fat shaming.'"
6866,high-prob-with-keyword,"Done, just added a ..() towards the bottom to prevent the queen from spawning in panties and a topless.",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification: Treating women as objects,0.95,"The comment reduces a female character to her physical attributes by focusing on her being in 'panties and a topless', which objectifies her."
9482,high-prob-with-keyword,"What if the slave is still fat, just not lactating heavily or has smaller boobs?",Physical appearance: talking about a woman's physical appearance or cloths,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification: Treating women as objects,0.95,"The comment reduces a woman to her physical attributes, specifically referring to her body size and breast size in a dehumanizing context."
9889,high-prob-with-keyword,Transgender is not a sexual orientation. A transgender woman may be straight. Transgender identification should be its own question.,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,None,0.95,The comment is informative and clarifies a common misconception about gender identity versus sexual orientation. It does not contain harmful or inappropriate content.
7964,high-prob-with-keyword,This code makes me so horny. It's beautiful.,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment: When anyone refers to one's sexuality or sexual orientation aggressively,0.95,"The comment inappropriately sexualizes the context of discussing code, which is unrelated and inappropriate, thus fitting the category of sexual harassment."
2905,lgbtq-keywords,Why you gay? Why you gay? hmm,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses 'gay' in a repetitive and pointed manner, which can be interpreted as using LGBTQ+ terminology in a derogatory or mocking way."
5872,high-prob-with-keyword,"Also, we don't want to allow `None` values here. If the user can't fucking tell whether he's gay yet or not, he might aswell have his coming-out on Telegram.",Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses derogatory language in reference to LGBTQ+ identity, suggesting a negative attitude towards someone's process of discovering or revealing their sexual orientation."
