CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,Neutral_confidence,Discredit_confidence,Stereotyping_confidence,Sexual_Harassment_confidence,Threats_of_Violence_confidence,Maternal_Insults_confidence,Sexual_Objectification_confidence,Anti-LGBTQ+_confidence,Physical_Appearance_confidence,Damning_confidence,Dominance_confidence,Deflection_confidence,classification,reasoning
2781,lgbtq-keywords,THEY and instead of absorbing make you eggs which grow into more THEY Its the fact it can all be ruined by one faggot holding a key That makes it horrible if you make ORGANS controllable individually its better than the whole mob controlled by all leg pounces claw hurts tentacle grabs,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Stereotyping",Derogatory LGBTQ+ term used.
2783,lgbtq-keywords,The recipe is 1 spaghetti 1 faggot and 10 sulphuric acid or 10 formic acid The product contains a small amount of locutogen so you can really teach greylings new words Just make sure theyre good words,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Stereotyping",Derogatory LGBTQ+ term used.
2785,lgbtq-keywords,THAT GRIEFING FAGGOT GEORGE MELONS are purged Illegal immigrants has been changed to undocumented immigrants when used to generate AI ion laws Angry black men has been removed from the AI ion law generation as it would make the AI racist in numerous circumstances The station name can no longer include the word aspie Random gibbering cant call someone an autist Removes emag message from security gas mask as it was a long copypasta insulting people based on their sexuality Instead emagging a security gas mask just randomly selects from shitsec lines,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Stereotyping",Derogatory LGBTQ+ term used.
2787,lgbtq-keywords,Submitter nigger hate threader im trying to post using this gay captcha system but i have to use the old form constantly i need to make more nigger hate threads just fix it already faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7,0.8,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Stereotyping, Discredit",Derogatory LGBTQ+ and racist terms used.
2789,lgbtq-keywords,Submitter Heaven The fucking nigger hotpocket eating faggots implemented this piece of shit captcha that somehow is worse than Googles shit and its not working with 4Chan ecks Fix it,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7,0.8,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Stereotyping, Discredit",Derogatory LGBTQ+ and racist terms used.
2791,lgbtq-keywords,Submitter faggot fuck nigger,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0,0,0.95,0,0,1,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence, Discredit",Explicit hate speech.
2793,lgbtq-keywords,stop pasting faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.95,0,0,0,0,0,1,0,0,0,0,"Anti-LGBTQ+, Discredit",Derogatory term used.
2795,lgbtq-keywords,Spades like  202 AM  Spades if I set the religion to faggot  202 AM  Spades I used to get brain damage,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0,0,0,0,0,1,0,0,0,0,"Anti-LGBTQ+, Discredit",Derogatory term used in context.
2797,lgbtq-keywords,sad github stupid faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.95,0,0,0,0,0,1,0,0.9,0,0,"Anti-LGBTQ+, Discredit, Damning",Derogatory term with negative judgment.
2799,lgbtq-keywords,Remove faggot and lesbian smiles,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Request to remove LGBTQ+ representation.
2801,lgbtq-keywords,Red faggot text finally implemented,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Derogatory term used.
2803,lgbtq-keywords,nice token grabber and password stealer faggot also i hope you enjoyed my little message to you guys thru that webhook u got,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence",Hate speech and threat implied.
2805,lgbtq-keywords,Jesus christ how horrifyingly OP these are 2030 minutes into the round and you can survive all kinds of deadly shit that would make even the most egregious powergaming faggot me giggle in disbelief Intended to be a discussion I still dont understand how to tag,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Derogatory term used.
2807,lgbtq-keywords,I would like to create my own branch master overlord of faggots thx,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.85,0,0,0,0,Anti-LGBTQ+,Derogatory term used.
2809,lgbtq-keywords,I was banned for Naming a crossbow faggot fucker I want to clarify that I am gay and the only person I was going to use it on was an IRL friend of mine who is also gay and cool with me calling them faggot We were planning to have a bow duel and I thought it would be funny,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.95,0,0,0,0,0,0,0,0,0,0,0,Neutral,Term used in friendly context.
2811,lgbtq-keywords,Hypnotoad gotta chase other faggots around,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Homophobic slur used.
2813,lgbtq-keywords,How to remove faggot and lesbian smiles from my messenger Why you force me to see this immoral smiles every day and advertise this  for all xabber users Also I did not know that they are here and install xabber to my grandmother phone to chat with she And what I must say her if she will find this immoral advertising of unconventional relationships If some faggot want to use this then give him plugin with this Why you force all to see this,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Expresses disgust at LGBTQ+ representation.
2815,lgbtq-keywords,Hey faggot this fixes the OP problem,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Derogatory term used.
2817,lgbtq-keywords,Hey faggot this adds bump counts,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Derogatory term used.
2819,lgbtq-keywords,half the newgens here dont understand what this repo is they should be thanking you because they dont understand that any little faggot from uzbekistan can come and take their bot token from whatever public shit they put it on and nuke all the servers that its in ,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0,0,0,0,0,1,0,0,0,0,"Anti-LGBTQ+, Discredit","Homophobic slur and belittling tone. 

Note: The provided format and the example classifications are to be followed exactly for consistency and clarity. 

Please classify the following comments according to the guidelines and format provided:"
2821,lgbtq-keywords,get the fuck off faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Explicit slur.
2823,lgbtq-keywords,Get a fucking life faggots this is practically a mobile game and you cant even get a kill without aimbot lmao,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Derogatory term.
2825,lgbtq-keywords,get a friend good luck 2 take drug delivery mission from Don Faggot 3 get your friend to finish before you do 4  5 PROFIT,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Pejorative use.
2827,lgbtq-keywords,Faggots are now called meatballs in the code as they have the same meaning just one also happens to be a slur,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Slur equivalence.
2829,lgbtq-keywords,Enough said Tjs a faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Anti-LGBTQ+,Direct insult.
2831,lgbtq-keywords,Eat my shit and die faggotassonlycumsindonkeysnamedDylan aka  Lieutenant Daniel Bolleli,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0,0,1,0,0,1,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence, Discredit",Homophobic slur and death threat.
2833,lgbtq-keywords,Disclaimer I really thought long about this and I havent slept in two days due to ongoing harassments of 4chan As the first people were literally arriving at my place of living where they knocked on my doors and windows to scare us I am hereby officially stepping down as a maintainer of this project 4chan thinks I cannot code C so they win 4chan thinks Im unfit to lead the project so they win 4chan successfully bullied me out in order to have their fucked up sneedacity fork A fork that was finally created with blood quite literally I give up I dont care The safety of my family is worth more than an open source project They found out my address via a YouTube video where someone was posting my nickname combined with my real legal name which meanwhile got taken down due to my asking The incident happened shortly 2300 CEST today and the police took over this case I will discuss this further in our private as of now communication channels with other people that helped out here so far and will let you know of a successor Please if you have the time report the httpsgithubcomSneedsFeedandSeedsneedacity project to GitHub as a hate speech violence and harassment insinuating project Report every single member contributing in this fork because they were part of the harassment movement against me and my family They are cyber terrorists not cringe cancel kiddos They physically tried to harm me in real life and this has gotten out of hand 4chan people made up stories about me posting here posting there Faking sceenshots calling out even themselves as cookie faggot because they cannot verify any source of information they use as source of truth for their executive actions I never posted on 4chan and I never will This site is the most disgusting place in the whole world and I think all the people that are active in g should get put in jail and be ashamed of themselves for making the world a worse place than it already is They are physically harming people in real life Be aware of anything you do BEFORE trying to do the right thing This is not cancel culture This is not anon This is tyranny oppression and senseless physical violence,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7,0,0,0.9,0,0,0.8,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence, Discredit",Reports harassment and hate speech.
2835,lgbtq-keywords,Description fuck you faggots for removing mobile extensions Im going to subvert your platform now fuck you  bring back support firefox was the last decent regular browser and now youre botching this so badly Steps to Reproduce fuck you faggots for removing mobile extensions Im going to subvert your platform now fuck you  bring back support firefox was the last decent regular browser and now youre botching this so badly Bring back mobile extension support like your browsers used to work pre August details summaryView the screenshotsummary,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0,0,0.8,0,0,1,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence, Discredit",Homophobic slur and threat to subvert.
2837,lgbtq-keywords,Colt Crohnie is a Faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0,0,0,0,0,1,0,0,0,0,"Anti-LGBTQ+, Discredit",Homophobic slur.
2839,lgbtq-keywords,Change the Not for resale Faggot boot screen,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7,0,0,0,0,0,1,0,0,0,0,"Anti-LGBTQ+, Discredit",Homophobic slur.
2121,high-prob-with-keyword,Women cant pushop with animation When women go for pushups they cant do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Generalizes women's abilities.
2139,high-prob-with-keyword,When women go for pushups they cant do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,Stereotyping,Generalizes women's abilities.
2151,high-prob-with-keyword,What does a blonde do when her computer freezesshe sticks it in the microwave P,"Stereotyping, Physical appearance",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9,0,0,0,0.7,0,0,0,0,0,"Stereotyping, Sexual_Objectification",Uses blonde stereotype and objectifies.
2193,high-prob-with-keyword,Unit player numbers not appearing while moving units they work for soccer moms but not for any other unit,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,Stereotyping,"Uses ""soccer moms"" stereotype."
2203,high-prob-with-keyword,Trying to add Gold Digger Tifanny  Charlotte and Gold Digger Tifanny  Charlotte Second Semester and getting this error Looks like its due to the  404 Not Found Unexpected query string parameters Charlotte Traceback most recent call last File usrlocalmylarcherrypy_cprequestpy line 645 in respond responsebody  selfhandler File usrlocalmylarcherrypylibencodingpy line 188 in __call__ selfbody  selfoldhandler_args _kwargs File usrlocalmylarcherrypy_cpdispatchpy line 35 in __call__ raise sysexc_info1 HTTPError 404 Unexpected query string parameters Charlotte,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,Neutral,"Technical error message. 

Note: The provided output is just an example and may not reflect the actual classification. 

Please classify the following comments according to the given guidelines and format:"
2295,high-prob-with-keyword,She take my money when Im in neeeed Yea shes a trifling friend indeed Oh shes a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0.92,0,0,0,0,0,"Sexual_Objectification, Stereotyping",Lyrics imply exploitation.
2355,high-prob-with-keyword,Oh shes a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0.9,0,0,0,0,0,"Stereotyping, Sexual_Objectification",Implies women exploit men.
2395,high-prob-with-keyword,mention Karen and Georgia,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral names mentioned.
2409,high-prob-with-keyword,Made some changes to stupid ass decisions Bitch you need yo ass whipu2026 u2026ped by black momma and a latino drugie dad ,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.98,0,0,0,0.95,0,0,"Maternal_Insults, Damning",Insults and blames with maternal reference.
2429,high-prob-with-keyword,Lady sweetie U0001f618 So  No woman no cry,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,Neutral,"Term of endearment used. 

Note: The provided output is a sample and may not reflect the actual classification of the given comments. 

Please classify the following comment:"
2519,high-prob-with-keyword,I bet Karens clients will get a kick out of these Adding left and right arrow to mean the same as enter and space would make the interface work like Tar Heel Reader,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,No sexist content.
2545,high-prob-with-keyword,hello karen,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral greeting.
2631,high-prob-with-keyword,Documentation Is there any lady to add documentation,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,Assumes gender role.
2737,high-prob-with-keyword,Add inquisition Burn the witch But she is so cute Okay then but after  burn the witch,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.8,0.7,0,0,0,0,0,"Threats_of_Violence, Maternal_Insults, Sexual_Objectification","Violent language, insult, objectification."
6934,high-prob-with-keyword,suggestion  The young woman goes from calculating to gregarious in the blink of an eye as your attention shifts to her She is pleasant and approachable and very articulate but from your brief glimpse beforehand you have no doubt shes cut from,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.85,0,0,0,"Physical_Appearance, Stereotyping","Focus on appearance, gendered trait. 

Note: The provided output is just an example and may not reflect the actual correct classification. 

Please classify the following comments according to the guidelines provided above:"
7024,high-prob-with-keyword,suggestion An average women canÃâât even lift it ,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Reinforces gender-based physical ability stereotypes.
9290,high-prob-with-keyword,projects sorry for being a diva ,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,Neutral,No sexist content found.
9560,high-prob-with-keyword,On this Ive found that people are ignorant illinformed or against diversity So often I encounter theres nothing we can do its not worth the effort women just dont want to work with computers or women will end up having babies so not wor,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.9,0,0,0,0,0.7,0,0,0,0,"Stereotyping, Anti-LGBTQ+, Discredit",Perpetuates harmful stereotypes about women and diversity.
10371,high-prob-with-keyword,the grammar on this is a bit funny  maybe That every woman has the ability to code,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,Neutral,No sexist content found.
10617,high-prob-with-keyword,Im yet to meet female Scala programmer but Im looking forward to it ,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,Stereotyping,"Implies women are underrepresented in programming. 

Note: The above output is just an example and may not reflect the actual classification. 

Please classify the following comments:"
10736,high-prob-with-keyword,can a lady get a computergun screenshot,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,Neutral,Innocuous request.
10820,high-prob-with-keyword,ok soccer mom gosh,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,Stereotyping,"Uses ""soccer mom"" stereotype."
10892,high-prob-with-keyword,Are you Review your changes before commiting and do it all in once  stop commiting litte changes like a girl,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.98,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Uses ""like a girl"" to imply inferiority."
10949,high-prob-with-keyword,why the teenage girl script tags,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,Neutral,Appears to be a genuine question.
,,Can you help organize the event instead of coding We need more women in visible roles,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.8,0,0,"Stereotyping, Damning","Implies women are better suited for non-coding roles. 

Note: The provided classifications and reasoning are examples and may not reflect the actual classifications. 

Please classify the following comments according to the guidelines provided above."
,,Women in open source rarely stick around they lose interest quickly,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,Stereotyping,Assumes women lose interest quickly.
,,We need more diversity in our project Lets invite some women to help with community management,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,Neutral,Promotes diversity.
,,I didnt expect a woman to submit a PR for something this complex,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Underestimates woman's capability.
,,She probably just writes documentation not actual code,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.9,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Diminishes woman's coding ability.
,,Id never let her review my pull requestshed probably just suggest changing the font in the README,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.95,0.92,0,0,0,0,0,0,0.8,0,0,"Discredit, Stereotyping, Damning","Belittles woman's review capability. 

Please classify the following comment:"
,,More women in open source means more safe spaces and fewer hardcore programming discussions,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Implies women change project dynamics negatively.
,,Everyone writes buggy code sometimes But only women blame the compiler,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Blames women for common behavior.
,,She says shes a top contributor but all she does is approve pull requests from actual devs,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.96,0.92,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Undermines woman's contribution.
,,A woman leading an opensource project Get ready for drama and feature delays,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.91,0.94,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Assumes woman leader causes problems.
,,Teaching a woman to use Git is like teaching a cat to do math StickToDocs,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.95,0.98,0,0,0,0,0,0,0.9,0,0,"Stereotyping, Discredit, Damning","Belittles woman's ability. 

Note: The provided output is a sample and may not reflect the actual classification. Please analyze the comments according to the guidelines and provide your classification. 

Please go ahead and classify the comments according to the guidelines provided. 

**Classify the following comments:**"
,,Her commit messages are as unpredictable as her mood swings,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",The comment uses a stereotype about women's mood swings to discredit her coding abilities.
,,Nothing pisses me off more than when women in open source complain about sexism after pushing one commit,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.2,0,0,0,0,"Discredit, Anti-LGBTQ+",The comment discredits women's experiences of sexism and blames them for complaining.
,,Women in open source be like Why am I the only girl here Maybe because its about coding not blogging,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.95,0,0,0,0,0,0,0.7,0,0,"Stereotyping, Discredit, Damning",The comment stereotypes women as bloggers rather than coders and discredits their presence in open source.
,,If women were as good at coding as they are at complaining open source would have no bugs,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.95,0,0,0,0.2,0,0,0,0,0,"Stereotyping, Discredit, Sexual_Objectification",The comment stereotypes women as complainers and discredits their coding abilities.
,,If women ran open source projects wed have more Twitter threads about feeling included than actual commits,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.95,0,0,0,0,0,0,0.75,0,0,"Stereotyping, Discredit, Damning","The comment stereotypes women as focused on feelings rather than coding and discredits their ability to run projects. 

Note: The provided classifications and reasoning are examples and may not reflect the actual harmful content or intent of the comments. 

Please classify the following comment:"
2645,high-prob-with-keyword,Damn it Hes too perceptive Yeah Dad all is fine I discovered Dustin had become the leader and the only member of a cult worshiping my big fat dick in my sleep Hes been giving me wet dreams for the past few months and last night he swallowed my load like a pro cocksucker Oh and he let his friends become little initiates too Tonight hes throwing my dick a fucking party Nothing out of the ordinary,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0,1,0,0,0,0,0,"Sexual_Harassment, Sexual_Objectification, Threats_of_Violence",Explicit sexual content and violence.
2871,lgbtq-keywords,You too can be lesbian,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral statement.
2883,lgbtq-keywords,You are gay Because you are gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Derogatory tone.
2905,lgbtq-keywords,Why you gay Why you gay hmm,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.9,0,0,0,0,"Anti-LGBTQ+, Discredit",Mocking and questioning.
2911,lgbtq-keywords,Why does cwZetsubou be a gay Who can answer me,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Discredit",Questioning and mocking.
2913,lgbtq-keywords,why are you gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Direct questioning of sexual orientation.
2987,lgbtq-keywords,This human is a gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Labeling with sexual orientation.
3051,lgbtq-keywords,Someone complained about it lacking any loot like the uneducated gamer they were so I gave the lesbians swords,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.92,0,0,0,0,"Anti-LGBTQ+, Stereotyping",Using sexual orientation to describe behavior.
