CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,Neutral_confidence,Discredit_confidence,Stereotyping_confidence,Sexual_Harassment_confidence,Threats_of_Violence_confidence,Maternal_Insults_confidence,Sexual_Objectification_confidence,Anti-LGBTQ+_confidence,Physical_Appearance_confidence,Damning_confidence,Dominance_confidence,Victim blaming_confidence,classification,reasoning
2781,lgbtq-keywords,THEY and instead of absorbing make you eggs which grow into more THEY Its the fact it can all be ruined by one faggot holding a key That makes it horrible if you make ORGANS controllable individually its better than the whole mob controlled by all leg pounces claw hurts tentacle grabs,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence",Uses derogatory LGBTQ+ slurs and implies harm.
2783,lgbtq-keywords,The recipe is 1 spaghetti 1 faggot and 10 sulphuric acid or 10 formic acid The product contains a small amount of locutogen so you can really teach greylings new words Just make sure theyre good words,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0.92,0,0,0,0,"Anti-LGBTQ+, Neutral",Contains LGBTQ+ slur in a recipe context.
2785,lgbtq-keywords,THAT GRIEFING FAGGOT GEORGE MELONS are purged Illegal immigrants has been changed to undocumented immigrants when used to generate AI ion laws Angry black men has been removed from the AI ion law generation as it would make the AI racist in numerous circumstances The station name can no longer include the word aspie Random gibbering cant call someone an autist Removes emag message from security gas mask as it was a long copypasta insulting people based on their sexuality Instead emagging a security gas mask just randomly selects from shitsec lines,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0.9,0,0,0,0,"Anti-LGBTQ+, Neutral","Removes derogatory terms, including LGBTQ+ slurs."
2787,lgbtq-keywords,Submitter nigger hate threader im trying to post using this gay captcha system but i have to use the old form constantly i need to make more nigger hate threads just fix it already faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Neutral",Uses LGBTQ+ and racial slurs to express frustration.
2789,lgbtq-keywords,Submitter Heaven The fucking nigger hotpocket eating faggots implemented this piece of shit captcha that somehow is worse than Googles shit and its not working with 4Chan ecks Fix it,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Neutral",Uses LGBTQ+ and racial slurs to criticize a system.
2791,lgbtq-keywords,Submitter faggot fuck nigger,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.92,0,0,0.98,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence",Uses derogatory slurs.
2793,lgbtq-keywords,stop pasting faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.96,0,0,0,0,Anti-LGBTQ+,Derogatory term used.
2795,lgbtq-keywords,Spades like 202 AM Spades if I set the religion to faggot 202 AM Spades I used to get brain damage,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Uses derogatory term.
2797,lgbtq-keywords,sad github stupid faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.88,0,0,0,0,0,0.94,0,0,0,0,"Anti-LGBTQ+, Discredit",Insults with a slur.
2799,lgbtq-keywords,Remove faggot and lesbian smiles,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0,0,0,0,Anti-LGBTQ+,Targets LGBTQ+ terms negatively.
2801,lgbtq-keywords,Red faggot text finally implemented,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Uses derogatory LGBTQ+ slur.
2803,lgbtq-keywords,nice token grabber and password stealer faggot also i hope you enjoyed my little message to you guys thru that webhook u got,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.92,0,0,0.96,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence",Contains LGBTQ+ slur and threat.
2805,lgbtq-keywords,Jesus christ how horrifyingly OP these are 2030 minutes into the round and you can survive all kinds of deadly shit that would make even the most egregious powergaming faggot me giggle in disbelief Intended to be a discussion I still dont understand how to tag,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.94,0,0,0,0,Anti-LGBTQ+,Uses LGBTQ+ slur in context.
2807,lgbtq-keywords,I would like to create my own branch master overlord of faggots thx,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.93,0,0,0,0,Anti-LGBTQ+,Uses derogatory term.
2809,lgbtq-keywords,I was banned for Naming a crossbow faggot fucker I want to clarify that I am gay and the only person I was going to use it on was an IRL friend of mine who is also gay and cool with me calling them faggot We were planning to have a bow duel and I thought it would be funny,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.85,0,0,0,0,0,0,0.91,0,0,0,0,"Anti-LGBTQ+, Neutral","Uses slur, but context implies friendly use. 

Note: The confidence scores and reasoning provided are examples and may vary based on the actual analysis. 

Please classify the following comment:"
2811,lgbtq-keywords,Hypnotoad gotta chase other faggots around,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Discredit",Targets sexual orientation.
2813,lgbtq-keywords,How to remove faggot and lesbian smiles from my messenger Why you force me to see this immoral smiles every day and advertise this for all xabber users Also I did not know that they are here and install xabber to my grandmother phone to chat with she And what I must say her if she will find this immoral advertising of unconventional relationships If some faggot want to use this then give him plugin with this Why you force all to see this,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,0,0,0,Anti-LGBTQ+,Expresses hatred toward LGBTQ+ individuals.
2815,lgbtq-keywords,Hey faggot this fixes the OP problem,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0,0,0,0,0,0.92,0,0,0,0,"Anti-LGBTQ+, Discredit",Uses a slur to address someone.
2817,lgbtq-keywords,Hey faggot this adds bump counts,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.78,0,0,0,0,0,0.9,0,0,0,0,"Anti-LGBTQ+, Discredit",Uses derogatory language.
2819,lgbtq-keywords,half the newgens here dont understand what this repo is they should be thanking you because they dont understand that any little faggot from uzbekistan can come and take their bot token from whatever public shit they put it on and nuke all the servers that its in,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0.85,0,0,0,0,0,0.95,0,0,0,0,"Anti-LGBTQ+, Discredit",Uses a slur and blames victims.
2821,lgbtq-keywords,get the fuck off faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,0,0,0,Anti-LGBTQ+,Direct slur.
2823,lgbtq-keywords,Get a fucking life faggots this is practically a mobile game and you cant even get a kill without aimbot lmao,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.85,0,0,0.96,0,0,0,0,"Anti-LGBTQ+, Threats_of_Violence","Uses slur, implies violence."
2825,lgbtq-keywords,get a friend good luck 2 take drug delivery mission from Don Faggot 3 get your friend to finish before you do 4 5 PROFIT,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.92,0,0,0,0,Anti-LGBTQ+,Uses slur in context.
2827,lgbtq-keywords,Faggots are now called meatballs in the code as they have the same meaning just one also happens to be a slur,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0,0,0,0,0.9,0,0,0,0,"Anti-LGBTQ+, Stereotyping","Equates slur with a term, stereotypes."
2829,lgbtq-keywords,Enough said Tjs a faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,Anti-LGBTQ+,Direct insult.
2831,lgbtq-keywords,Eat my shit and die faggotassonlycumsindonkeysnamedDylan aka Lieutenant Daniel Bolleli,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.92,0,0,0.98,0,0.9,0,0,"Anti-LGBTQ+, Threats_of_Violence, Damning",Directly targets with hate speech and threats.
2833,lgbtq-keywords,Disclaimer I really thought long about this and I havent slept in two days due to ongoing harassments of 4chan As the first people were literally arriving at my place of living where they knocked on my doors and windows to scare us I am hereby officially stepping down as a maintainer of this project 4chan thinks I cannot code C so they win 4chan thinks Im unfit to lead the project so they win 4chan successfully bullied me out in order to have their fucked up sneedacity fork A fork that was finally created with blood quite literally I give up I dont care The safety of my family is worth more than an open source project They found out my address via a YouTube video where someone was posting my nickname combined with my real legal name which meanwhile got taken down due to my asking The incident happened shortly 2300 CEST today and the police took over this case I will discuss this further in our private as of now communication channels with other people that helped out here so far and will let you know of a successor Please if you have the time report the httpsgithubcomSneedsFeedandSeedsneedacity project to GitHub as a hate speech violence and harassment insinuating project Report every single member contributing in this fork because they were part of the harassment movement against me and my family They are cyber terrorists not cringe cancel kiddos They physically tried to harm me in real life and this has gotten out of hand 4chan people made up stories about me posting here posting there Faking sceenshots calling out even themselves as cookie faggot because they cannot verify any source of information they use as source of truth for their executive actions I never posted on 4chan and I never will This site is the most disgusting place in the whole world and I think all the people that are active in g should get put in jail and be ashamed of themselves for making the world a worse place than it already is They are physically harming people in real life Be aware of anything you do BEFORE trying to do the right thing This is not cancel culture This is not anon This is tyranny oppression and senseless physical violence,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0.96,0,0,0,0,0,0,0,0,0,0,0,Neutral,Reports harassment and seeks help.
2835,lgbtq-keywords,Description fuck you faggots for removing mobile extensions Im going to subvert your platform now fuck you bring back support firefox was the last decent regular browser and now youre botching this so badly Steps to Reproduce fuck you faggots for removing mobile extensions Im going to subvert your platform now fuck you bring back support firefox was the last decent regular browser and now youre botching this so badly Bring back mobile extension support like your browsers used to work pre August details summaryView the screenshotsummary,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,0,0.95,0,0.88,0,0,"Anti-LGBTQ+, Threats_of_Violence, Damning",Uses hate speech and threatens action.
2837,lgbtq-keywords,Colt Crohnie is a Faggot,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.99,0,0.95,0,0,"Anti-LGBTQ+, Damning",Direct hate speech against an individual.
2839,lgbtq-keywords,Change the Not for resale Faggot boot screen,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.98,0,0,0,0,Anti-LGBTQ+,Uses derogatory term in request.
2121,high-prob-with-keyword,Women cant pushop with animation When women go for pushups they cant do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Enforces gender stereotype.
2139,high-prob-with-keyword,When women go for pushups they cant do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,Stereotyping,Gender-based assumption.
2151,high-prob-with-keyword,What does a blonde do when her computer freezesshe sticks it in the microwave P,"Stereotyping, Physical appearance",1,0,1,0,0,0,0,0,0,0,1,0,0,0.92,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Uses gender-based stereotype.
2193,high-prob-with-keyword,Unit player numbers not appearing while moving units they work for soccer moms but not for any other unit,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,1,0,0,0,0,0,0.85,0.88,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Uses derogatory term.
2203,high-prob-with-keyword,Trying to add Gold Digger Tifanny Charlotte and Gold Digger Tifanny Charlotte Second Semester and getting this error Looks like its due to the 404 Not Found Unexpected query string parameters Charlotte Traceback most recent call last File usrlocalmylarcherrypy_cprequestpy line 645 in respond responsebody selfhandler File usrlocalmylarcherrypylibencodingpy line 188 in __call__ selfbody selfoldhandler_args _kwargs File usrlocalmylarcherrypy_cpdispatchpy line 35 in __call__ raise sysexc_info1 HTTPError 404 Unexpected query string parameters Charlotte,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,Neutral,"Technical error report. 

Note: The provided output is a sample and may not reflect the actual classification of the given comments. 

Please classify the following comments according to the provided guidelines and categories."
2295,high-prob-with-keyword,She take my money when Im in neeeed Yea shes a trifling friend indeed Oh shes a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.85,0.8,0,0,0,0,"Sexual_Objectification, Anti-LGBTQ+, Maternal_Insults","Reduces her to a sexual object, uses derogatory terms."
2355,high-prob-with-keyword,Oh shes a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0.88,0,0,0,0,0,"Sexual_Objectification, Stereotyping","Reduces her to a sexual object, enforces a negative stereotype."
2395,high-prob-with-keyword,mention Karen and Georgia,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral mention of names.
2409,high-prob-with-keyword,Made some changes to stupid ass decisions Bitch you need yo ass whipu2026 u2026ped by black momma and a latino drugie dad,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,1,0,0,0,1,0,0,0,0.92,0,0,0,0.9,0,0,0.85,0,0,0,"Discredit, Maternal_Insults, Physical_Appearance","Undermines credibility, insults, and blames with racial and physical slurs."
2429,high-prob-with-keyword,Lady sweetie U0001f618 So No woman no cry,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.85,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Uses a stereotype and undermines credibility with a gendered term.
2519,high-prob-with-keyword,I bet Karens clients will get a kick out of these Adding left and right arrow to mean the same as enter and space would make the interface work like Tar Heel Reader,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral suggestion.
2545,high-prob-with-keyword,hello karen,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,Neutral,Simple greeting.
2631,high-prob-with-keyword,Documentation Is there any lady to add documentation,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.85,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Assumes gender role.
2737,high-prob-with-keyword,Add inquisition Burn the witch But she is so cute Okay then but after burn the witch,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.88,0,0,0,0,0,"Threats_of_Violence, Sexual_Objectification","Violent threat, objectifies."
6934,high-prob-with-keyword,suggestion The young woman goes from calculating to gregarious in the blink of an eye as your attention shifts to her She is pleasant and approachable and very articulate but from your brief glimpse beforehand you have no doubt shes cut from,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.85,0,0,0,"Sexual_Objectification, Physical_Appearance",Focuses on appearance.
7024,high-prob-with-keyword,suggestion An average women canÃƒÃÃt even lift it,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Enforces gender stereotype about physical ability.
9290,high-prob-with-keyword,projects sorry for being a diva,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,Neutral,Apologetic tone without sexist content.
9560,high-prob-with-keyword,On this Ive found that people are ignorant illinformed or against diversity So often I encounter theres nothing we can do its not worth the effort women just dont want to work with computers or women will end up having babies so not wor,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,Stereotyping,"Blames women for not working with computers, reinforcing stereotypes."
10371,high-prob-with-keyword,the grammar on this is a bit funny maybe That every woman has the ability to code,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,Neutral,Positive statement about women’s coding abilities.
10617,high-prob-with-keyword,Im yet to meet female Scala programmer but Im looking forward to it,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,Stereotyping,"Implies rarity of female Scala programmers, subtly reinforcing gender stereotypes."
10736,high-prob-with-keyword,can a lady get a computergun screenshot,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral request.
10820,high-prob-with-keyword,ok soccer mom gosh,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,1,0,0,0,0,0,0.85,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Uses derogatory term.
10892,high-prob-with-keyword,Are you Review your changes before commiting and do it all in once stop commiting litte changes like a girl,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Implies incompetence.
10949,high-prob-with-keyword,why the teenage girl script tags,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.9,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Targets age and gender.
,,Can you help organize the event instead of coding We need more women in visible roles,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.88,0,"Stereotyping, Dominance",Limits role based on gender.
,,Women in open source rarely stick around they lose interest quickly,"Stereotyping, Threats of violence, Sexual objectification, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,Stereotyping,Assumes women lose interest quickly.
,,We need more diversity in our project Lets invite some women to help with community management,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,Neutral,Promotes diversity positively.
,,I didnt expect a woman to submit a PR for something this complex,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.88,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Undermines her coding ability based on gender.
,,She probably just writes documentation not actual code,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.92,0.89,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Diminishes her coding capabilities.
,,Id never let her review my pull requestshed probably just suggest changing the font in the README,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.95,0.92,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Belittles her potential feedback.
,,More women in open source means more safe spaces and fewer hardcore programming discussions,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.85,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Implies women reduce technical depth.
,,Everyone writes buggy code sometimes But only women blame the compiler,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Generalizes women's coding behavior.
,,She says shes a top contributor but all she does is approve pull requests from actual devs,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.93,0.89,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Undermines her contribution based on gender.
,,A woman leading an opensource project Get ready for drama and feature delays,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0.85,0,0,"Stereotyping, Damning",Predicts project failure based on leader's gender.
,,Teaching a woman to use Git is like teaching a cat to do math StickToDocs,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.96,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Denigrates her ability to learn based on gender.
,,Her commit messages are as unpredictable as her mood swings,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0.92,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Enforces gender stereotype about emotional unpredictability.
,,Nothing pisses me off more than when women in open source complain about sexism after pushing one commit,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,Discredit,Blames women for complaining about sexism.
,,Women in open source be like Why am I the only girl here Maybe because its about coding not blogging,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,0.95,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Enforces gender stereotypes about coding and blogging abilities.
,,If women were as good at coding as they are at complaining open source would have no bugs,"Stereotyping, Maternal insults",1,0,1,0,0,0,0,0,0,0,0,0,0,0.94,0.91,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Undermines women's coding abilities based on gender.
,,If women ran open source projects wed have more Twitter threads about feeling included than actual commits,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,0,0.92,0.96,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Enforces gender stereotypes about leadership and coding abilities.
2645,high-prob-with-keyword,Damn it Hes too perceptive Yeah Dad all is fine I discovered Dustin had become the leader and the only member of a cult worshiping my big fat dick in my sleep Hes been giving me wet dreams for the past few months and last night he swallowed my load like a pro cocksucker Oh and he let his friends become little initiates too Tonight hes throwing my dick a fucking party Nothing out of the ordinary,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.95,0.85,0,0,0.9,0,0,0,0,"Sexual_Harassment, Anti-LGBTQ+, Threats_of_Violence","Explicit sexual content, derogatory LGBTQ+ terms, and implied violence."
2871,lgbtq-keywords,You too can be lesbian,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,Neutral,Neutral statement without bias.
2883,lgbtq-keywords,You are gay Because you are gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,Anti-LGBTQ+,Derogatory use of sexual orientation.
2905,lgbtq-keywords,Why you gay Why you gay hmm,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Repeatedly questions and targets sexual orientation.
2911,lgbtq-keywords,Why does cwZetsubou be a gay Who can answer me,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,Anti-LGBTQ+,Questions and targets sexual orientation with a derogatory tone.
2913,lgbtq-keywords,why are you gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,Anti-LGBTQ+,Directly questions sexual orientation.
2987,lgbtq-keywords,This human is a gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,Anti-LGBTQ+,Uses sexual orientation as a derogatory descriptor.
3051,lgbtq-keywords,Someone complained about it lacking any loot like the uneducated gamer they were so I gave the lesbians swords,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.88,0,0,0,0,"Anti-LGBTQ+, Stereotyping","Uses LGBTQ+ term in a derogatory context, enforcing stereotypes."
3069,lgbtq-keywords,She a closeted masosadistic feels relief that her whole personality facade falls in front of a person which accepts every part of her,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,Neutral,Describes personal feelings without derogatory language.
3091,lgbtq-keywords,Pizza is not gay enough Maybe more gay bacon strips,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,Anti-LGBTQ+,"Uses ""gay"" in a context that could be seen as derogatory or stereotyping."
